번호,사업장명,영업상태명,소재지전체주소,좌표정보(x),좌표정보(y),위생업태명
1621322,쏘스에 반한 토스트,영업/정상,경기도 성남시 수정구 태평동 3678,211719.129446217,437732.15906026,기타
1621325,민가네 포차,영업/정상,경기도 성남시 수정구 태평동 3129-2번지 1층,211839.315495065,438251.909959896,정종/대포집/소주방
1621353,제골 김치오겹살,영업/정상,경기도 성남시 수정구 태평동 3514번지 1층,211880.706028753,437835.472270217,한식
1621497,성남중앙칼국수,영업/정상,경기도 성남시 수정구 태평동 3679-5,211666.697220621,437720.651289203,한식
1621499,낙원오리농장,영업/정상,경기도 성남시 수정구 태평동 3536-2 1층,211900.3214589,437913.802946567,한식
1621699,최식당,영업/정상,경기도 성남시 수정구 태평동 6385 1층,211530.135782991,437730.149504316,한식
1622011,엄마손식당,영업/정상,경기도 성남시 수정구 태평동 6883번지 1층,211133.98776984,437674.717615496,한식
1622071,이루다 회,영업/정상,경기도 성남시 수정구 태평동 3395번지 1층,212036.605300911,437940.324276864,한식
1622104,소풍,영업/정상,경기도 성남시 수정구 태평동 6455번지 102호,211374.913652494,437597.948795775,분식
1622285,송가네남원추어탕,영업/정상,"경기도 성남시 수정구 태평동 3203번지 101,102,103호",211892.244718368,438239.795254915,한식
1622452,황소숯불꼼장어,영업/정상,경기도 성남시 수정구 태평동 3456 1층,212009.746399469,437910.449880383,한식
1623218,성원생고기전문점,영업/정상,경기도 성남시 수정구 태평동 3307-156번지,212203.609859014,438159.559538281,식육(숯불구이)
1623221,푸드타운,영업/정상,경기도 성남시 수정구 태평동 5113-9 경원프라자 110호,211178.584765467,438529.407295378,한식
1623290,신화로닭발,영업/정상,경기도 성남시 수정구 태평동 3166-4번지 1층,211782.930815077,438346.01706392,정종/대포집/소주방
1623435,태평국수,영업/정상,경기도 성남시 수정구 태평동 6141번지 1층,211225.821133068,437796.322964849,한식
1623457,쉼표,영업/정상,경기도 성남시 수정구 태평동 3794-2 1층,211822.982455663,438165.357470979,호프/통닭
1623514,숯으로간고기,영업/정상,경기도 성남시 수정구 태평동 7249-3 1층,211036.975606876,437518.136640045,식육(숯불구이)
1623988,쮸,영업/정상,경기도 성남시 수정구 태평동 7288-6번지 지하1층,212251.792885021,437930.315046189,중국식
1623989,목하 ,영업/정상,경기도 성남시 수정구 태평동 2643번지 지하1층,212228.873735634,438393.012909962,전통찻집
1624605,한잔해,영업/정상,경기도 성남시 수정구 태평동 3644번지 1층,211847.393589262,437812.618348638,호프/통닭
1624837,돈짱돈까스,영업/정상,경기도 성남시 수정구 태평동 3691-1 1층 일부호,211714.961778779,437777.552940601,일식
1624958,중앙한우곱창,영업/정상,경기도 성남시 수정구 태평동 5507번지 1층,211370.693614826,438074.970085101,한식
1625146,황궁 쟁반 짜장,영업/정상,경기도 성남시 수정구 태평동 3751-26번지 2층,211613.411238383,438135.55060798,식육(숯불구이)
1625389,청춘포차,영업/정상,경기도 성남시 수정구 태평동 3738 1층 일부호,211526.682649019,437885.990910095,호프/통닭
1625415,진미물럭,영업/정상,경기도 성남시 수정구 태평동 3800번지 1,211789.166920957,438251.71639842,식육(숯불구이)
1625417,즉석단골물럭,영업/정상,경기도 성남시 수정구 태평동 3857-5번지 1층,211776.795880827,438227.096821328,식육(숯불구이)
1625421,로제파스타,영업/정상,"경기도 성남시 수정구 태평동 3678 주민신협행복빌딩, 지하1층 일부",211719.129446217,437732.15906026,기타
1625467,행복점보,영업/정상,경기도 성남시 수정구 태평동 5207번지 지하1층,211191.387582275,438073.251268894,중국식
1625564,용스시,영업/정상,경기도 성남시 수정구 태평동 3751-13번지 2층 일부호,211646.254552675,438147.56193761,일식
1625766,삼겹89,영업/정상,경기도 성남시 수정구 태평동 3751-25번지 2층,211624.359268,438139.56203538,식육(숯불구이)
1625782,꼬치의품격,영업/정상,경기도 성남시 수정구 태평동 3628 1층,211723.834236219,437813.890000757,한식
1625822,교동반점,영업/정상,경기도 성남시 수정구 태평동 3679-1 2층,211699.213070591,437724.854966208,중국식
