번호,사업장명,영업상태명,소재지전체주소,좌표정보(x),좌표정보(y),위생업태명
1381405,문섬이보이는바닷가,영업/정상,제주특별자치도 서귀포시 서귀동 525,159214.895450585,-27623.5856621836,한식
1381442,가시어멍,영업/정상,제주특별자치도 서귀포시 안덕면 화순리 147-1,138568.579059713,-26726.2976245566,한식
1381443,피크(Peak),영업/정상,제주특별자치도 서귀포시 성산읍 시흥리 623,190286.386660494,-2503.00887907711,한식
1381444,사랑회요,영업/정상,제주특별자치도 서귀포시 동홍동 413-4,160176.459245672,-26497.410337893,횟집
1381445,직화찜닭 볶찜 제주중문점,영업/정상,제주특별자치도 서귀포시 회수동 455-1,148059.043314032,-25700.3620900798,한식
1381446,소인쿡푸드코트,영업/정상,제주특별자치도 서귀포시 안덕면 서광리 712-1,136952.264808026,-22696.569667723,한식
1381447,찌리릿,영업/정상,제주특별자치도 서귀포시 서귀동 288-21,159135.860126842,-27107.429623223,호프/통닭
1381465,멕시카나치킨더홈노형점,영업/정상,제주특별자치도 제주시 노형동 722-2 메르헨하우스,152138.333965091,-1442.92436984301,호프/통닭
1381466,풀잎들,영업/정상,제주특별자치도 제주시 구좌읍 세화리 1415-2,186664.554650252,2939.83579980966,기타
1381467,스물지,영업/정상,제주특별자치도 제주시 구좌읍 월정리 5-1,181045.312152122,6534.07807379651,한식
1381816,포도바당,영업/정상,제주특별자치도 제주시 한림읍 협재리 1688-1,129519.828556729,-10671.083064675,기타
1381872,김준호의대단한갈비제주아라점,영업/정상,제주특별자치도 제주시 아라일동 6103-7,157609.339512517,-2124.73414555252,한식
1381873,리브레,영업/정상,제주특별자치도 제주시 한림읍 귀덕리 3904,132608.110990634,-6157.58263509194,경양식
1381874,보말이야기,영업/정상,제주특별자치도 제주시 한림읍 협재리 3002,128172.0604817,-9877.56856778575,한식
1381875,내손에쏙물회제주,영업/정상,제주특별자치도 제주시 구좌읍 평대리 2031-34,185092.273353202,4466.99520271892,횟집
1381879,제주항공우주호텔오름,영업/정상,제주특별자치도 서귀포시 안덕면 서광리 산 41 제주항공우주호텔,134242.94962772,-21310.7895148092,경양식
1381880,범섬포차,영업/정상,제주특별자치도 서귀포시 강정동 596-4,153964.326018803,-28873.3156212372,한식
1382164,달제주,영업/정상,제주특별자치도 서귀포시 표선면 세화리 669-5,181693.163322995,-18096.1913813149,분식
1382165,당포로나인돈카츠,영업/정상,제주특별자치도 서귀포시 표선면 표선리 43-1,185362.675712211,-18923.7331439315,일식
1382166,맥시카나치킨성산점,영업/정상,제주특별자치도 서귀포시 성산읍 성산리 392,193384.598580155,-3986.97818677743,한식
1382167,보울국수,영업/정상,제주특별자치도 서귀포시 성산읍 오조리 1052-4,191408.341090312,-4483.35391817968,한식
1382186,퀸즈에프앤비,영업/정상,제주특별자치도 제주시 외도일동 1642-3,146624.530626611,-925.264714133441,한식
1382187,직화볶음찜닭 볶찜 제주외도점,영업/정상,제주특별자치도 제주시 외도일동 1642-3,146624.530626611,-925.264714133441,한식
